id,srno,application_name,customer_initiated_transactions_volume_mn,customer_initiated_transactions_value_cr,b_2_c_transactions_volume_mn,b_2_c_transactions_value_cr,b_2_b_transactions_volume_mn,b_2_b_transactions_value_cr,onus_transactions_volume_mn,onus_transactions_value_cr,total_volume_mn,total_value_cr,created_at,updated_at,published_at,created_by_id,updated_by_id,product_name,tab_name,year,month,upi_application_name,upi_volume_mn,upi_value_cr,locale
2931,48,HSBC Bank Apps,0.18,110.45,-,0.10,-,-,NaN,NaN,0.18,110.56,2025-01-07T04:50:12.380Z,2025-04-29T11:00:40.879Z,,,,UPI,upi-apps,2023,Nov,,,,en
2932,49,INDIE - Indus Ind,0.16,30.77,-,-,-,-,NaN,NaN,0.16,30.77,2025-01-07T04:50:12.380Z,2025-04-29T11:00:40.959Z,,,,UPI,upi-apps,2023,Nov,,,,en
2933,50,Tamilnad Mercantile Bank Apps,0.10,29.13,-,-,-,-,NaN,NaN,0.10,29.13,2025-01-07T04:50:12.380Z,2025-04-29T11:00:41.041Z,,,,UPI,upi-apps,2023,Nov,,,,en
2934,51,Indian Overseas Bank Apps,0.09,24.83,-,-,-,-,NaN,NaN,0.09,24.83,2025-01-07T04:50:12.380Z,2025-04-29T11:00:41.126Z,,,,UPI,upi-apps,2023,Nov,,,,en
2935,52,Fave,0.09,8.29,-,-,-,-,NaN,NaN,0.09,8.29,2025-01-07T04:50:12.380Z,2025-04-29T11:00:41.208Z,,,,UPI,upi-apps,2023,Nov,,,,en
2936,53,Shriram One,0.09,10.06,-,-,-,-,NaN,NaN,0.09,10.06,2025-01-07T04:50:12.380Z,2025-04-29T11:00:41.289Z,,,,UPI,upi-apps,2023,Nov,,,,en
2937,54,Ultracash,0.08,5.50,-,-,-,-,NaN,NaN,0.08,5.50,2025-01-07T04:50:12.380Z,2025-04-29T11:00:41.371Z,,,,UPI,upi-apps,2023,Nov,,,,en
2938,55,TataNeu,0.08,11.36,-,-,-,-,NaN,NaN,0.08,11.36,2025-01-07T04:50:12.380Z,2025-04-29T11:00:41.456Z,,,,UPI,upi-apps,2023,Nov,,,,en
2939,56,City Union Bank Apps,0.07,22.07,-,-,-,-,NaN,NaN,0.07,22.07,2025-01-07T04:50:12.380Z,2025-04-29T11:00:41.552Z,,,,UPI,upi-apps,2023,Nov,,,,en
2940,57,IDBI Bank Apps,0.07,35.22,-,-,-,-,NaN,NaN,0.07,35.22,2025-01-07T04:50:12.380Z,2025-04-29T11:00:41.652Z,,,,UPI,upi-apps,2023,Nov,,,,en
2941,58,Citi Bank Apps,0.07,60.24,-,-,-,-,NaN,NaN,0.07,60.24,2025-01-07T04:50:12.380Z,2025-04-29T11:00:41.759Z,,,,UPI,upi-apps,2023,Nov,,,,en
2942,59,Mobikwik,0.06,8.71,-,-,-,-,NaN,NaN,0.06,8.71,2025-01-07T04:50:12.380Z,2025-04-29T11:00:41.840Z,,,,UPI,upi-apps,2023,Nov,,,,en
2943,60,DIGIKHATA,0.05,20.12,-,-,-,-,NaN,NaN,0.05,20.12,2025-01-07T04:50:12.380Z,2025-04-29T11:00:41.937Z,,,,UPI,upi-apps,2023,Nov,,,,en
2944,61,Bank of Maharashtra Apps,0.04,8.79,-,-,-,-,NaN,NaN,0.04,8.79,2025-01-07T04:50:12.380Z,2025-04-29T11:00:42.029Z,,,,UPI,upi-apps,2023,Nov,,,,en
2945,62,MakeMyTrip,0.04,22.58,-,-,-,-,NaN,NaN,0.04,22.58,2025-01-07T04:50:12.380Z,2025-04-29T11:00:42.112Z,,,,UPI,upi-apps,2023,Nov,,,,en
2946,63,Karur Vysya Bank Apps,0.04,14.83,-,-,-,-,NaN,NaN,0.04,14.83,2025-01-07T04:50:12.380Z,2025-04-29T11:00:42.194Z,,,,UPI,upi-apps,2023,Nov,,,,en
2947,64,Timepay,0.04,1.20,-,-,-,-,NaN,NaN,0.04,1.20,2025-01-07T04:50:12.380Z,2025-04-29T11:00:42.275Z,,,,UPI,upi-apps,2023,Nov,,,,en
2948,65,NSDL Payments Bank Apps,0.03,5.89,-,-,-,-,NaN,NaN,0.03,5.89,2025-01-07T04:50:12.380Z,2025-04-29T11:00:42.358Z,,,,UPI,upi-apps,2023,Nov,,,,en
2949,66,Equitas Small Finance Bank Apps,0.03,19.96,-,-,-,-,NaN,NaN,0.03,19.96,2025-01-07T04:50:12.380Z,2025-04-29T11:00:42.441Z,,,,UPI,upi-apps,2023,Nov,,,,en
2950,67,Punjab Sind Bank Apps,0.03,14.19,-,-,-,-,NaN,NaN,0.03,14.19,2025-01-07T04:50:12.380Z,2025-04-29T11:00:42.527Z,,,,UPI,upi-apps,2023,Nov,,,,en
2951,68,Allahabad Bank Apps,0.03,6.93,-,-,-,-,NaN,NaN,0.03,6.93,2025-01-07T04:50:12.380Z,2025-04-29T11:00:42.611Z,,,,UPI,upi-apps,2023,Nov,,,,en
2952,69,CBDC Apps,0.20,8.49,-,-,0.01,0.46,NaN,NaN,0.22,8.95,2025-01-07T04:50:12.380Z,2025-04-29T11:00:42.695Z,,,,UPI,upi-apps,2023,Nov,,,,en
2953,70,Others,0.11,26.81,-,-,-,-,NaN,NaN,0.11,26.81,2025-01-07T04:50:12.380Z,2025-04-29T11:00:42.779Z,,,,UPI,upi-apps,2023,Nov,,,,en
2954,1,PhonePe,5642.66,901006.65,-,-,-,-,-,-,5642.66,901006.65,2025-01-07T04:51:20.132Z,2025-04-29T11:00:42.860Z,,,,UPI,upi-apps,2023,Dec,,,,en
2956,2,Google Pay,4375.29,629285.36,-,-,-,-,-,-,4375.29,629285.36,2025-01-07T04:51:20.132Z,2025-04-29T11:00:43.024Z,,,,UPI,upi-apps,2023,Dec,,,,en
2955,3,Paytm,1442.58,165694.96,4.38,8.39,0.75,1342.34,125.89,24510.03,1573.61,191555.71,2025-01-07T04:51:20.132Z,2025-04-29T11:00:42.941Z,,,,UPI,upi-apps,2023,Dec,,,,en
2957,4,Cred,105.31,37293.27,-,-,-,-,-,-,105.31,37293.27,2025-01-07T04:51:20.132Z,2025-04-29T11:00:43.108Z,,,,UPI,upi-apps,2023,Dec,,,,en
2958,5,Axis Bank Apps,13.29,2657.21,73.58,3439.12,0.03,3.68,-,-,86.90,6100.01,2025-01-07T04:51:20.132Z,2025-04-29T11:00:43.192Z,,,,UPI,upi-apps,2023,Dec,,,,en
2960,6,Amazon Pay,54.16,5982.84,-,-,-,-,-,-,54.16,5982.84,2025-01-07T04:51:20.132Z,2025-04-29T11:00:43.356Z,,,,UPI,upi-apps,2023,Dec,,,,en
2959,7,ICICI Bank Apps,28.73,11167.31,4.46,534.86,6.90,9182.39,-,-,40.09,20884.56,2025-01-07T04:51:20.132Z,2025-04-29T11:00:43.273Z,,,,UPI,upi-apps,2023,Dec,,,,en
2961,8,Fampay,34.23,392.53,-,-,-,-,-,-,34.23,392.53,2025-01-07T04:51:20.132Z,2025-04-29T11:00:43.438Z,,,,UPI,upi-apps,2023,Dec,,,,en
2962,9,Yes Bank Apps,27.99,12305.58,-,-,0.37,63.28,-,-,28.37,12368.87,2025-01-07T04:51:20.132Z,2025-04-29T11:00:43.520Z,,,,UPI,upi-apps,2023,Dec,,,,en
2963,10,Kotak Mahindra Bank Apps,26.36,4738.20,-,-,-,-,-,-,26.36,4738.20,2025-01-07T04:51:20.132Z,2025-04-29T11:00:43.601Z,,,,UPI,upi-apps,2023,Dec,,,,en
2964,11,WhatsApp,25.25,2113.01,-,-,-,-,-,-,25.25,2113.01,2025-01-07T04:51:20.132Z,2025-04-29T11:00:43.686Z,,,,UPI,upi-apps,2023,Dec,,,,en
2965,12,BHIM,24.30,8431.47,-,-,-,-,-,-,24.30,8431.47,2025-01-07T04:51:20.132Z,2025-04-29T11:00:43.768Z,,,,UPI,upi-apps,2023,Dec,,,,en
2966,13,HDFC Bank Apps,23.68,6095.52,-,-,-,0.03,-,-,23.68,6095.54,2025-01-07T04:51:20.132Z,2025-04-29T11:00:43.850Z,,,,UPI,upi-apps,2023,Dec,,,,en
2967,14,Bajaj Finserv,18.08,2580.43,-,-,-,-,-,-,18.08,2580.43,2025-01-07T04:51:20.132Z,2025-04-29T11:00:43.931Z,,,,UPI,upi-apps,2023,Dec,,,,en
2968,15,Airtel Payments Bank Apps,12.26,851.64,-,-,-,-,0.28,31.71,12.54,883.36,2025-01-07T04:51:20.132Z,2025-04-29T11:00:44.013Z,,,,UPI,upi-apps,2023,Dec,,,,en
2969,16,Groww,6.58,4039.81,-,-,-,-,-,-,6.58,4039.81,2025-01-07T04:51:20.132Z,2025-04-29T11:00:44.094Z,,,,UPI,upi-apps,2023,Dec,,,,en
2970,17,State Bank of India Apps,6.13,2362.05,-,-,0.03,0.85,-,-,6.16,2362.90,2025-01-07T04:51:20.132Z,2025-04-29T11:00:44.174Z,,,,UPI,upi-apps,2023,Dec,,,,en
2971,18,Samsung Pay,6.08,557.26,-,-,-,-,-,-,6.08,557.26,2025-01-07T04:51:20.132Z,2025-04-29T11:00:44.257Z,,,,UPI,upi-apps,2023,Dec,,,,en
2972,19,Federal Bank Apps,5.95,745.40,-,-,-,0.01,-,-,5.95,745.41,2025-01-07T04:51:20.132Z,2025-04-29T11:00:44.337Z,,,,UPI,upi-apps,2023,Dec,,,,en
2973,20,IDFC Bank Apps,5.24,1306.50,-,-,-,-,-,-,5.24,1306.50,2025-01-07T04:51:20.132Z,2025-04-29T11:00:44.417Z,,,,UPI,upi-apps,2023,Dec,,,,en
2974,21,Mobikwik,4.95,1580.30,-,-,-,-,-,-,4.95,1580.30,2025-01-07T04:51:20.132Z,2025-04-29T11:00:44.497Z,,,,UPI,upi-apps,2023,Dec,,,,en
2975,22,India Post Payments Bank Apps,4.87,454.50,-,-,-,-,-,-,4.87,454.50,2025-01-07T04:51:20.132Z,2025-04-29T11:00:44.577Z,,,,UPI,upi-apps,2023,Dec,,,,en
2976,23,Jupiter,4.86,656.67,-,-,-,-,-,-,4.86,656.67,2025-01-07T04:51:20.132Z,2025-04-29T11:00:44.658Z,,,,UPI,upi-apps,2023,Dec,,,,en
2977,24,Deutsche Bank Apps,3.71,223.34,-,-,-,0.03,-,-,3.71,223.36,2025-01-07T04:51:20.132Z,2025-04-29T11:00:44.737Z,,,,UPI,upi-apps,2023,Dec,,,,en
2978,25,Standard Chartered Bank Apps,3.17,249.27,-,-,0.47,157.36,-,-,3.63,406.63,2025-01-07T04:51:20.132Z,2025-04-29T11:00:44.817Z,,,,UPI,upi-apps,2023,Dec,,,,en
2979,26,Canara Bank Apps,2.55,719.50,-,-,-,-,-,-,2.55,719.50,2025-01-07T04:51:20.132Z,2025-04-29T11:00:44.898Z,,,,UPI,upi-apps,2023,Dec,,,,en
2980,27,RBL Bank Apps,1.93,697.43,-,0.01,0.21,55.79,-,-,2.14,753.23,2025-01-07T04:51:20.132Z,2025-04-29T11:00:44.978Z,,,,UPI,upi-apps,2023,Dec,,,,en
2981,28,slice,1.96,403.07,-,-,-,-,-,-,1.96,403.07,2025-01-07T04:51:20.132Z,2025-04-29T11:00:45.063Z,,,,UPI,upi-apps,2023,Dec,,,,en
2982,29,Jio Payments Bank Apps,1.35,125.06,-,-,-,-,-,-,1.35,125.06,2025-01-07T04:51:20.132Z,2025-04-29T11:00:45.144Z,,,,UPI,upi-apps,2023,Dec,,,,en
2983,30,Punjab National Bank Apps,1.26,276.47,-,-,-,-,-,-,1.26,276.47,2025-01-07T04:51:20.132Z,2025-04-29T11:00:45.224Z,,,,UPI,upi-apps,2023,Dec,,,,en
2984,31,Omnicard,1.16,36.26,-,-,-,-,-,-,1.16,36.26,2025-01-07T04:51:20.132Z,2025-04-29T11:00:45.304Z,,,,UPI,upi-apps,2023,Dec,,,,en
2985,32,Bank of Baroda Apps,1.05,453.40,-,-,-,10.68,-,-,1.05,464.08,2025-01-07T04:51:20.132Z,2025-04-29T11:00:45.385Z,,,,UPI,upi-apps,2023,Dec,,,,en
2986,33,IndusInd Bank Apps,1.05,203.58,-,-,-,-,-,-,1.05,203.58,2025-01-07T04:51:20.132Z,2025-04-29T11:00:45.473Z,,,,UPI,upi-apps,2023,Dec,,,,en
2987,34,Union Bank Apps,1.02,405.74,-,-,-,-,-,-,1.02,405.74,2025-01-07T04:51:20.132Z,2025-04-29T11:00:45.553Z,,,,UPI,upi-apps,2023,Dec,,,,en
2988,35,SLICE,0.95,32.65,-,-,-,-,-,-,0.95,32.65,2025-01-07T04:51:20.132Z,2025-04-29T11:00:45.633Z,,,,UPI,upi-apps,2023,Dec,,,,en
2989,36,DBS Digibank Apps,0.78,245.47,-,-,-,1.47,-,-,0.79,246.94,2025-01-07T04:51:20.132Z,2025-04-29T11:00:45.714Z,,,,UPI,upi-apps,2023,Dec,,,,en
2990,37,GoKiwi,0.77,104.27,-,-,-,-,-,-,0.77,104.27,2025-01-07T04:51:20.132Z,2025-04-29T11:00:45.797Z,,,,UPI,upi-apps,2023,Dec,,,,en
2991,38,Karnataka Bank Apps,0.72,144.87,-,-,-,0.01,-,-,0.72,144.89,2025-01-07T04:51:20.132Z,2025-04-29T11:00:45.881Z,,,,UPI,upi-apps,2023,Dec,,,,en
2992,39,Navi,0.69,43.86,-,-,-,-,-,-,0.69,43.86,2025-01-07T04:51:20.132Z,2025-04-29T11:00:45.963Z,,,,UPI,upi-apps,2023,Dec,,,,en
2993,40,AU Small Finance Bank Apps,0.68,252.89,-,-,-,-,-,-,0.68,252.89,2025-01-07T04:51:20.132Z,2025-04-29T11:00:46.042Z,,,,UPI,upi-apps,2023,Dec,,,,en
2994,41,Central Bank of India Apps,0.58,136.84,-,-,-,-,-,-,0.58,136.84,2025-01-07T04:51:20.132Z,2025-04-29T11:00:46.123Z,,,,UPI,upi-apps,2023,Dec,,,,en
2995,42,Indian Bank Apps,0.40,98.27,-,-,-,8.79,-,-,0.40,107.06,2025-01-07T04:51:20.132Z,2025-04-29T11:00:46.203Z,,,,UPI,upi-apps,2023,Dec,,,,en
2996,43,Shriram One,0.33,19.47,-,-,-,-,-,-,0.33,19.47,2025-01-07T04:51:20.132Z,2025-04-29T11:00:46.283Z,,,,UPI,upi-apps,2023,Dec,,,,en
2997,44,Bajaj Pay Wallet,0.32,72.38,-,-,-,-,-,-,0.32,72.38,2025-01-07T04:51:20.132Z,2025-04-29T11:00:46.363Z,,,,UPI,upi-apps,2023,Dec,,,,en
2998,45,South Indian Bank Apps,0.30,86.96,-,-,-,-,-,-,0.30,86.96,2025-01-07T04:51:20.132Z,2025-04-29T11:00:46.444Z,,,,UPI,upi-apps,2023,Dec,,,,en
2999,46,Bank of India Apps,0.29,103.82,-,-,-,-,-,-,0.29,103.82,2025-01-07T04:51:20.132Z,2025-04-29T11:00:46.524Z,,,,UPI,upi-apps,2023,Dec,,,,en
3000,47,UCO Bank Apps,0.29,94.81,-,-,-,-,-,-,0.29,94.81,2025-01-07T04:51:20.132Z,2025-04-29T11:00:46.604Z,,,,UPI,upi-apps,2023,Dec,,,,en
3001,48,Mobikwik,0.28,38.53,-,-,-,-,-,-,0.28,38.53,2025-01-07T04:51:20.132Z,2025-04-29T11:00:46.684Z,,,,UPI,upi-apps,2023,Dec,,,,en
3002,49,Fino Payments bank Apps,0.27,26.70,-,-,-,-,-,-,0.27,26.70,2025-01-07T04:51:20.132Z,2025-04-29T11:00:46.766Z,,,,UPI,upi-apps,2023,Dec,,,,en
3003,50,INDIE - Indus Ind,0.20,35.32,-,-,-,-,-,-,0.20,35.32,2025-01-07T04:51:20.132Z,2025-04-29T11:00:46.846Z,,,,UPI,upi-apps,2023,Dec,,,,en
3004,51,HSBC Bank Apps,0.20,123.63,-,0.08,-,-,-,-,0.20,123.70,2025-01-07T04:51:20.132Z,2025-04-29T11:00:46.928Z,,,,UPI,upi-apps,2023,Dec,,,,en
3005,52,Tamilnad Mercantile Bank Apps,0.11,31.47,-,-,-,-,-,-,0.11,31.47,2025-01-07T04:51:20.132Z,2025-04-29T11:00:47.009Z,,,,UPI,upi-apps,2023,Dec,,,,en
3006,53,Indian Overseas Bank Apps,0.11,27.85,-,-,-,-,-,-,0.11,27.85,2025-01-07T04:51:20.132Z,2025-04-29T11:00:47.089Z,,,,UPI,upi-apps,2023,Dec,,,,en
3007,54,Ultracash,0.08,5.06,-,-,-,-,-,-,0.08,5.06,2025-01-07T04:51:20.132Z,2025-04-29T11:00:47.168Z,,,,UPI,upi-apps,2023,Dec,,,,en
3008,55,TataNeu,0.08,10.49,-,-,-,-,-,-,0.08,10.49,2025-01-07T04:51:20.132Z,2025-04-29T11:00:47.247Z,,,,UPI,upi-apps,2023,Dec,,,,en
3009,56,IDBI Bank Apps,0.07,38.61,-,-,-,-,-,-,0.07,38.61,2025-01-07T04:51:20.132Z,2025-04-29T11:00:47.326Z,,,,UPI,upi-apps,2023,Dec,,,,en
3010,57,City Union Bank Apps,0.07,22.76,-,-,-,-,-,-,0.07,22.76,2025-01-07T04:51:20.132Z,2025-04-29T11:00:47.409Z,,,,UPI,upi-apps,2023,Dec,,,,en
3011,58,DIGIKHATA,0.07,25.80,-,-,-,-,-,-,0.07,25.80,2025-01-07T04:51:20.132Z,2025-04-29T11:00:47.487Z,,,,UPI,upi-apps,2023,Dec,,,,en
3012,59,Paytm,0.07,4.53,-,-,-,-,-,-,0.07,4.53,2025-01-07T04:51:20.132Z,2025-04-29T11:00:47.568Z,,,,UPI,upi-apps,2023,Dec,,,,en
3013,60,Citi Bank Apps,0.07,70.44,-,-,-,-,-,-,0.07,70.44,2025-01-07T04:51:20.132Z,2025-04-29T11:00:47.648Z,,,,UPI,upi-apps,2023,Dec,,,,en
3014,61,Fave,0.06,4.28,-,-,-,-,-,-,0.06,4.28,2025-01-07T04:51:20.132Z,2025-04-29T11:00:47.729Z,,,,UPI,upi-apps,2023,Dec,,,,en
3015,62,FIFEDERAL,0.05,7.12,-,-,-,-,-,-,0.05,7.12,2025-01-07T04:51:20.132Z,2025-04-29T11:00:47.810Z,,,,UPI,upi-apps,2023,Dec,,,,en
3016,63,Bank of Maharashtra Apps,0.04,8.10,-,-,-,-,-,-,0.04,8.10,2025-01-07T04:51:20.132Z,2025-04-29T11:00:47.890Z,,,,UPI,upi-apps,2023,Dec,,,,en
3017,64,MakeMyTrip,0.04,22.20,-,-,-,-,-,-,0.04,22.20,2025-01-07T04:51:20.132Z,2025-04-29T11:00:47.970Z,,,,UPI,upi-apps,2023,Dec,,,,en
3018,65,NSDL Payments Bank Apps,0.04,6.36,-,-,-,-,-,-,0.04,6.36,2025-01-07T04:51:20.132Z,2025-04-29T11:00:48.054Z,,,,UPI,upi-apps,2023,Dec,,,,en
3019,66,Karur Vysya Bank Apps,0.04,13.69,-,-,-,-,-,-,0.04,13.69,2025-01-07T04:51:20.132Z,2025-04-29T11:00:48.134Z,,,,UPI,upi-apps,2023,Dec,,,,en
3020,67,Equitas Small Finance Bank Apps,0.03,21.86,-,-,-,-,-,-,0.03,21.86,2025-01-07T04:51:20.132Z,2025-04-29T11:00:48.215Z,,,,UPI,upi-apps,2023,Dec,,,,en
3021,68,Allahabad Bank Apps,0.03,7.01,-,-,-,-,-,-,0.03,7.01,2025-01-07T04:51:20.132Z,2025-04-29T11:00:48.295Z,,,,UPI,upi-apps,2023,Dec,,,,en
3022,69,DHANI,0.03,2.01,-,-,-,-,-,-,0.03,2.01,2025-01-07T04:51:20.132Z,2025-04-29T11:00:48.375Z,,,,UPI,upi-apps,2023,Dec,,,,en
3023,70,CBDC Apps,0.72,25.12,-,-,0.05,0.80,-,-,0.77,25.91,2025-01-07T04:51:20.132Z,2025-04-29T11:00:48.457Z,,,,UPI,upi-apps,2023,Dec,,,,en
3024,71,Other,0.12,38.33,-,-,-,-,-,-,0.12,38.33,2025-01-07T04:51:20.132Z,2025-04-29T11:00:48.536Z,,,,UPI,upi-apps,2023,Dec,,,,en
279,1,PhonePe,5734.54,906793.76,-,-,-,-,-,-,5734.54,906793.76,2025-01-06T18:52:02.937Z,2025-04-29T10:58:28.850Z,,,,UPI,upi-apps,2024,Jan,,,,en
280,2,Google Pay,4442.86,635945.58,-,-,-,-,-,-,4442.86,635945.58,2025-01-06T18:52:02.937Z,2025-04-29T10:58:28.971Z,,,,UPI,upi-apps,2024,Jan,,,,en
281,3,Paytm,1442.41,164333.33,3.98,8.32,0.72,1291.06,122.53,26982.03,1569.63,192614.74,2025-01-06T18:52:02.937Z,2025-04-29T10:58:29.104Z,,,,UPI,upi-apps,2024,Jan,,,,en
282,4,Cred,108.86,38229.82,-,-,-,-,-,-,108.86,38229.82,2025-01-06T18:52:02.937Z,2025-04-29T10:58:29.188Z,,,,UPI,upi-apps,2024,Jan,,,,en
283,5,Axis Bank Apps,13.31,2775.63,66.84,2943.22,0.02,2.72,-,-,80.17,5721.57,2025-01-06T18:52:02.937Z,2025-04-29T10:58:29.270Z,,,,UPI,upi-apps,2024,Jan,,,,en
284,6,Amazon Pay,59.48,6288.95,-,-,-,-,-,-,59.48,6288.95,2025-01-06T18:52:02.937Z,2025-04-29T10:58:29.356Z,,,,UPI,upi-apps,2024,Jan,,,,en
285,7,ICICI Bank Apps,28.93,12995.05,4.68,527.09,7.01,10593.84,-,-,40.62,24115.98,2025-01-06T18:52:02.937Z,2025-04-29T10:58:29.443Z,,,,UPI,upi-apps,2024,Jan,,,,en
286,8,FAM,36.62,418.33,-,-,-,-,-,-,36.62,418.33,2025-01-06T18:52:02.937Z,2025-04-29T10:58:29.527Z,,,,UPI,upi-apps,2024,Jan,,,,en
287,9,HDFC Bank Apps,25.05,5458.04,5.92,17.83,-,0.08,-,-,30.98,5475.95,2025-01-06T18:52:02.937Z,2025-04-29T10:58:29.611Z,,,,UPI,upi-apps,2024,Jan,,,,en
288,10,BHIM,29.98,8778.61,-,-,-,-,-,-,29.98,8778.61,2025-01-06T18:52:02.937Z,2025-04-29T10:58:29.693Z,,,,UPI,upi-apps,2024,Jan,,,,en
289,11,Kotak Mahindra Bank Apps,28.24,4981.01,-,-,-,-,-,-,28.24,4981.01,2025-01-06T18:52:02.937Z,2025-04-29T10:58:29.775Z,,,,UPI,upi-apps,2024,Jan,,,,en
290,12,WhatsApp,26.08,2132.83,-,-,-,-,-,-,26.08,2132.83,2025-01-06T18:52:02.937Z,2025-04-29T10:58:29.861Z,,,,UPI,upi-apps,2024,Jan,,,,en
291,13,Yes Bank Apps,23.01,11585.54,-,-,0.27,33.23,-,-,23.28,11618.77,2025-01-06T18:52:02.937Z,2025-04-29T10:58:29.951Z,,,,UPI,upi-apps,2024,Jan,,,,en
292,14,Bajaj Finserv,19.87,2737.66,-,-,-,-,-,-,19.87,2737.66,2025-01-06T18:52:02.937Z,2025-04-29T10:58:30.037Z,,,,UPI,upi-apps,2024,Jan,,,,en
293,15,Airtel Payments Bank Apps,13.24,902.32,-,-,-,0.08,-,0.03,13.24,902.43,2025-01-06T18:52:02.937Z,2025-04-29T10:58:30.119Z,,,,UPI,upi-apps,2024,Jan,,,,en
294,16,Groww,9.41,6540.35,-,-,-,-,-,-,9.41,6540.35,2025-01-06T18:52:02.937Z,2025-04-29T10:58:30.201Z,,,,UPI,upi-apps,2024,Jan,,,,en
295,17,State Bank of India Apps,6.10,2425.87,-,-,0.03,0.87,-,-,6.13,2426.73,2025-01-06T18:52:02.937Z,2025-04-29T10:58:30.282Z,,,,UPI,upi-apps,2024,Jan,,,,en
296,18,Samsung Pay,5.73,518.32,-,-,-,-,-,-,5.73,518.32,2025-01-06T18:52:02.937Z,2025-04-29T10:58:30.364Z,,,,UPI,upi-apps,2024,Jan,,,,en
297,19,IDFC Bank Apps,5.47,1448.50,-,-,-,-,-,-,5.47,1448.50,2025-01-06T18:52:02.937Z,2025-04-29T10:58:30.448Z,,,,UPI,upi-apps,2024,Jan,,,,en
298,20,Federal Bank Apps,5.33,674.05,-,-,-,-,-,-,5.33,674.05,2025-01-06T18:52:02.937Z,2025-04-29T10:58:30.531Z,,,,UPI,upi-apps,2024,Jan,,,,en
299,21,Mobikwik,5.19,1625.48,-,-,-,-,-,-,5.19,1625.48,2025-01-06T18:52:02.937Z,2025-04-29T10:58:30.613Z,,,,UPI,upi-apps,2024,Jan,,,,en
300,22,Jupiter,4.97,665.54,-,-,-,-,-,-,4.97,665.54,2025-01-06T18:52:02.937Z,2025-04-29T10:58:30.704Z,,,,UPI,upi-apps,2024,Jan,,,,en
301,23,India Post Payments Bank Apps,4.69,461.95,-,-,-,-,-,-,4.69,461.95,2025-01-06T18:52:02.937Z,2025-04-29T10:58:30.790Z,,,,UPI,upi-apps,2024,Jan,,,,en
302,24,Deutsche Bank Apps,3.89,294.60,-,-,-,0.03,-,-,3.89,294.63,2025-01-06T18:52:02.937Z,2025-04-29T10:58:30.873Z,,,,UPI,upi-apps,2024,Jan,,,,en
303,25,Standard Chartered Bank Apps,2.61,195.77,-,-,1.07,550.69,-,-,3.68,746.46,2025-01-06T18:52:02.937Z,2025-04-29T10:58:30.959Z,,,,UPI,upi-apps,2024,Jan,,,,en
304,26,RBL Bank Apps,3.15,739.53,-,0.03,0.20,46.97,-,-,3.35,786.52,2025-01-06T18:52:02.937Z,2025-04-29T10:58:31.041Z,,,,UPI,upi-apps,2024,Jan,,,,en
305,27,Canara Bank Apps,2.62,758.31,-,-,-,-,-,-,2.62,758.31,2025-01-06T18:52:02.937Z,2025-04-29T10:58:31.123Z,,,,UPI,upi-apps,2024,Jan,,,,en
306,28,slice,2.01,407.98,-,-,-,-,-,-,2.01,407.98,2025-01-06T18:52:02.937Z,2025-04-29T10:58:31.206Z,,,,UPI,upi-apps,2024,Jan,,,,en
307,29,Jio Payments Bank Apps,1.51,137.62,-,-,-,-,-,-,1.51,137.62,2025-01-06T18:52:02.937Z,2025-04-29T10:58:31.292Z,,,,UPI,upi-apps,2024,Jan,,,,en
308,30,Punjab National Bank Apps,1.32,335.60,-,-,-,-,-,-,1.32,335.60,2025-01-06T18:52:02.937Z,2025-04-29T10:58:31.375Z,,,,UPI,upi-apps,2024,Jan,,,,en
309,31,Indian Bank Apps,1.29,311.48,-,-,-,10.91,-,-,1.29,322.39,2025-01-06T18:52:02.937Z,2025-04-29T10:58:31.462Z,,,,UPI,upi-apps,2024,Jan,,,,en
310,32,SLICE,1.26,41.97,-,-,-,-,-,-,1.26,41.97,2025-01-06T18:52:02.937Z,2025-04-29T10:58:31.549Z,,,,UPI,upi-apps,2024,Jan,,,,en
311,33,Omnicard,1.15,37.16,-,-,-,-,-,-,1.15,37.16,2025-01-06T18:52:02.937Z,2025-04-29T10:58:31.631Z,,,,UPI,upi-apps,2024,Jan,,,,en
312,34,Bank of Baroda Apps,1.14,505.93,-,-,-,10.66,-,-,1.14,516.58,2025-01-06T18:52:02.937Z,2025-04-29T10:58:31.717Z,,,,UPI,upi-apps,2024,Jan,,,,en
313,35,Union Bank Apps,1.11,451.70,-,-,-,-,-,-,1.11,451.70,2025-01-06T18:52:02.937Z,2025-04-29T10:58:31.802Z,,,,UPI,upi-apps,2024,Jan,,,,en
314,36,Navi,0.96,54.50,-,-,-,-,-,-,0.96,54.50,2025-01-06T18:52:02.937Z,2025-04-29T10:58:31.884Z,,,,UPI,upi-apps,2024,Jan,,,,en
315,37,Gokiwi,0.74,105.76,-,-,-,-,-,-,0.74,105.76,2025-01-06T18:52:02.937Z,2025-04-29T10:58:31.967Z,,,,UPI,upi-apps,2024,Jan,,,,en
316,38,DBS Digibank Apps,0.70,252.85,-,-,-,1.80,-,-,0.70,254.66,2025-01-06T18:52:02.937Z,2025-04-29T10:58:32.049Z,,,,UPI,upi-apps,2024,Jan,,,,en
317,39,Karnataka Bank Apps,0.67,144.11,-,-,-,-,-,-,0.67,144.11,2025-01-06T18:52:02.937Z,2025-04-29T10:58:32.136Z,,,,UPI,upi-apps,2024,Jan,,,,en
